"Mfr","Model","MfrName","ModelName"
"VID_0aa6","","Perception Digital, Ltd",""
"VID_0aa6","PID_0101","Perception Digital, Ltd","Hercules Jukebox"
"VID_0aa6","PID_1501","Perception Digital, Ltd","Store 'n' Go HD Drive"
"VID_0aa7","","Wincor Nixdorf International GmbH",""
"VID_0aa7","PID_0100","Wincor Nixdorf International GmbH","POS Keyboard, TA58P-USB"
"VID_0aa7","PID_0101","Wincor Nixdorf International GmbH","POS Keyboard, TA85P-USB"
"VID_0aa7","PID_0102","Wincor Nixdorf International GmbH","POS Keyboard, TA59-USB"
"VID_0aa7","PID_0103","Wincor Nixdorf International GmbH","POS Keyboard, TA60-USB"
"VID_0aa7","PID_0104","Wincor Nixdorf International GmbH","SNIkey Keyboard, SNIKey-KB-USB"
"VID_0aa7","PID_0200","Wincor Nixdorf International GmbH","Operator Display, BA63-USB"
"VID_0aa7","PID_0201","Wincor Nixdorf International GmbH","Operator Display, BA66-USB"
"VID_0aa7","PID_0202","Wincor Nixdorf International GmbH","Operator Display & Scanner, XiCheck-BA63"
"VID_0aa7","PID_0203","Wincor Nixdorf International GmbH","Operator Display & Scanner, XiCheck-BA66"
"VID_0aa7","PID_0204","Wincor Nixdorf International GmbH","Graphics Operator Display, BA63GV"
"VID_0aa7","PID_0300","Wincor Nixdorf International GmbH","POS Printer (printer class mode), TH210"
"VID_0aa7","PID_0301","Wincor Nixdorf International GmbH","POS Printer (native mode), TH210"
"VID_0aa7","PID_0302","Wincor Nixdorf International GmbH","POS Printer (printer class mode), TH220"
"VID_0aa7","PID_0303","Wincor Nixdorf International GmbH","POS Printer (native mode), TH220"
"VID_0aa7","PID_0304","Wincor Nixdorf International GmbH","POS Printer, TH230"
"VID_0aa7","PID_0305","Wincor Nixdorf International GmbH","Lottery Printer, XiPrintPlus"
"VID_0aa7","PID_0306","Wincor Nixdorf International GmbH","POS Printer (printer class mode), TH320"
"VID_0aa7","PID_0307","Wincor Nixdorf International GmbH","POS Printer (native mode), TH320"
"VID_0aa7","PID_0308","Wincor Nixdorf International GmbH","POS Printer (printer class mode), TH420"
"VID_0aa7","PID_0309","Wincor Nixdorf International GmbH","POS Printer (native mode), TH420"
"VID_0aa7","PID_030a","Wincor Nixdorf International GmbH","POS Printer, TH200B"
"VID_0aa7","PID_0400","Wincor Nixdorf International GmbH","Lottery Scanner, Xiscan S"
"VID_0aa7","PID_0401","Wincor Nixdorf International GmbH","Lottery Scanner, Xiscan 3"
"VID_0aa7","PID_0402","Wincor Nixdorf International GmbH","Programmable Magnetic Swipe Card Reader, MSRP-USB"
"VID_0aa7","PID_0500","Wincor Nixdorf International GmbH","IDE Adapter"
"VID_0aa7","PID_0501","Wincor Nixdorf International GmbH","Hub Printer Interface"
"VID_0aa7","PID_0502","Wincor Nixdorf International GmbH","Hub SNIKey Keyboard"
"VID_0aa7","PID_4304","Wincor Nixdorf International GmbH","Banking Printer TP07"
"VID_0aa7","PID_4305","Wincor Nixdorf International GmbH","Banking Printer TP07c"
"VID_0aa7","PID_4500","Wincor Nixdorf International GmbH","WN Central Special Electronics"
"VID_0aa8","","TriGem Computer, Inc.",""
"VID_0aa8","PID_0060","TriGem Computer, Inc.","TG 11Mbps WLAN Mini Adapter"
"VID_0aa8","PID_1001","TriGem Computer, Inc.","DreamComboM4100"
"VID_0aa8","PID_3002","TriGem Computer, Inc.","InkJet Color Printer"
"VID_0aa8","PID_8001","TriGem Computer, Inc.","TG_iMON"
"VID_0aa8","PID_8002","TriGem Computer, Inc.","TG_KLOSS"
"VID_0aa8","PID_a001","TriGem Computer, Inc.","TG_X2"
"VID_0aa8","PID_a002","TriGem Computer, Inc.","TGVFD_KLOSS"
"VID_0aa8","PID_ffda","TriGem Computer, Inc.","iMON_VFD"
"VID_0aa9","","Baromtec Co.",""
"VID_0aa9","PID_f01b","Baromtec Co.","Medion MD 6242 MP3 Player"
"VID_0aaa","","Japan CBM Corp.",""
"VID_0aab","","Vision Shape Europe SA",""
"VID_0aac","","iCompression, Inc.",""
"VID_0aad","","Rohde & Schwarz GmbH & Co. KG",""
"VID_0aad","PID_0003","Rohde & Schwarz GmbH & Co. KG","NRP-Z21"
"VID_0aad","PID_000c","Rohde & Schwarz GmbH & Co. KG","NRP-Z11"
"VID_0aad","PID_0013","Rohde & Schwarz GmbH & Co. KG","NRP-Z22"
"VID_0aad","PID_0014","Rohde & Schwarz GmbH & Co. KG","NRP-Z23"
"VID_0aad","PID_0015","Rohde & Schwarz GmbH & Co. KG","NRP-Z24"
"VID_0aad","PID_0016","Rohde & Schwarz GmbH & Co. KG","NRP-Z51"
"VID_0aad","PID_0017","Rohde & Schwarz GmbH & Co. KG","NRP-Z52"
"VID_0aad","PID_0018","Rohde & Schwarz GmbH & Co. KG","NRP-Z55"
"VID_0aad","PID_0019","Rohde & Schwarz GmbH & Co. KG","NRP-Z56"
"VID_0aad","PID_0021","Rohde & Schwarz GmbH & Co. KG","NRP-Z91"
"VID_0aad","PID_0023","Rohde & Schwarz GmbH & Co. KG","NRP-Z81"
"VID_0aad","PID_002c","Rohde & Schwarz GmbH & Co. KG","NRP-Z31"
"VID_0aad","PID_002d","Rohde & Schwarz GmbH & Co. KG","NRP-Z37"
"VID_0aad","PID_002f","Rohde & Schwarz GmbH & Co. KG","NRP-Z27"
"VID_0aad","PID_0051","Rohde & Schwarz GmbH & Co. KG","NRP-Z28"
"VID_0aad","PID_0052","Rohde & Schwarz GmbH & Co. KG","NRP-Z98"
"VID_0aad","PID_0062","Rohde & Schwarz GmbH & Co. KG","NRP-Z92"
"VID_0aad","PID_0070","Rohde & Schwarz GmbH & Co. KG","NRP-Z57"
"VID_0aad","PID_0083","Rohde & Schwarz GmbH & Co. KG","NRP-Z85"
"VID_0aad","PID_0095","Rohde & Schwarz GmbH & Co. KG","NRP-Z86"
"VID_0aae","","NEC infrontia Corp. (Nitsuko)",""
"VID_0aaf","","Digitalway Co., Ltd",""
"VID_0ab0","","Arrow Strong Electronics Co., Ltd",""
"VID_0ab1","","FEIG ELECTRONIC GmbH",""
"VID_0ab1","PID_0002","FEIG ELECTRONIC GmbH","OBID RFID-Reader"
"VID_0aba","","Ellisys",""
"VID_0aba","PID_8001","Ellisys","Tracker 110 Protocol Analyzer"
"VID_0aba","PID_8002","Ellisys","Explorer 200 Protocol Analyzer"
"VID_0abe","","Stereo-Link",""
"VID_0abe","PID_0101","Stereo-Link","SL1200 DAC"
"VID_0abf","","Diolan",""
"VID_0abf","PID_3370","Diolan","I2C/SPI Adapter - U2C-12"
"VID_0ac3","","Sanyo Semiconductor Company Micro",""
"VID_0ac4","","Leco Corp.",""
"VID_0ac5","","I & C Corp.",""
"VID_0ac6","","Singing Electrons, Inc.",""
"VID_0ac7","","Panwest Corp.",""
"VID_0ac8","","Z-Star Microelectronics Corp.",""
"VID_0ac8","PID_0301","Z-Star Microelectronics Corp.","Web Camera"
"VID_0ac8","PID_0302","Z-Star Microelectronics Corp.","ZC0302 Webcam"
"VID_0ac8","PID_0321","Z-Star Microelectronics Corp.","Vimicro generic vc0321 Camera"
"VID_0ac8","PID_0323","Z-Star Microelectronics Corp.","Luxya WC-1200 USB 2.0 Webcam"
"VID_0ac8","PID_0328","Z-Star Microelectronics Corp.","A4Tech PK-130MG"
"VID_0ac8","PID_0336","Z-Star Microelectronics Corp.","Elecom UCAM-DLQ30"
"VID_0ac8","PID_301b","Z-Star Microelectronics Corp.","ZC0301 Webcam"
"VID_0ac8","PID_303b","Z-Star Microelectronics Corp.","ZC0303 Webcam"
"VID_0ac8","PID_305b","Z-Star Microelectronics Corp.","ZC0305 Webcam"
"VID_0ac8","PID_307b","Z-Star Microelectronics Corp.","USB 1.1 Webcam"
"VID_0ac8","PID_332d","Z-Star Microelectronics Corp.","Vega USB 2.0 Camera"
"VID_0ac8","PID_3343","Z-Star Microelectronics Corp.","Sirius USB 2.0 Camera"
"VID_0ac8","PID_3370","Z-Star Microelectronics Corp.","Traveler TV 6500 SF Dia-scanner"
"VID_0ac8","PID_3420","Z-Star Microelectronics Corp.","Venus USB2.0 Camera"
"VID_0ac8","PID_c001","Z-Star Microelectronics Corp.","Sony embedded vimicro Camera"
"VID_0ac8","PID_c002","Z-Star Microelectronics Corp.","Visual Communication Camera VGP-VCC1"
"VID_0ac8","PID_c302","Z-Star Microelectronics Corp.","Vega USB 2.0 Camera"
"VID_0ac8","PID_c303","Z-Star Microelectronics Corp.","Saturn USB 2.0 Camera"
"VID_0ac8","PID_c326","Z-Star Microelectronics Corp.","Namuga 1.3M Webcam"
"VID_0ac8","PID_c33f","Z-Star Microelectronics Corp.","Webcam"
"VID_0ac9","","Micro Solutions, Inc.",""
"VID_0ac9","PID_0000","Micro Solutions, Inc.","Backpack CD-ReWriter"
"VID_0ac9","PID_0001","Micro Solutions, Inc.","BACKPACK"
"VID_0ac9","PID_0010","Micro Solutions, Inc.","BACKPACK"
"VID_0ac9","PID_0011","Micro Solutions, Inc.","Backpack 40GB Hard Drive"
"VID_0ac9","PID_0110","Micro Solutions, Inc.","BACKPACK"
"VID_0ac9","PID_0111","Micro Solutions, Inc.","BackPack"
"VID_0ac9","PID_1234","Micro Solutions, Inc.","BACKPACK"
"VID_0aca","","OPEN Networks Ltd",""
"VID_0aca","PID_1060","OPEN Networks Ltd","OPEN NT1 Plus II"
"VID_0acc","","Koga Electronics Co.",""
"VID_0acd","","ID Tech",""
"VID_0acd","PID_0300","ID Tech","IDT1221U RS-232 Adapter"
"VID_0acd","PID_0401","ID Tech","Spectrum III Hybrid Smartcard Reader"
"VID_0acd","PID_0630","ID Tech","Spectrum III Mag-Only Insert Reader (SPT3-355 Series) USB-CDC"
"VID_0ace","","ZyDAS",""
"VID_0ace","PID_1201","ZyDAS","ZD1201 802.11b"
"VID_0ace","PID_1211","ZyDAS","ZD1211 802.11g"
"VID_0ace","PID_1215","ZyDAS","ZD1211B 802.11g"
"VID_0ace","PID_1221","ZyDAS","ZD1221 802.11n"
"VID_0ace","PID_1602","ZyDAS","ZyXEL Omni FaxModem 56K"
"VID_0ace","PID_1608","ZyDAS","ZyXEL Omni FaxModem 56K UNO"
"VID_0ace","PID_1611","ZyDAS","ZyXEL Omni FaxModem 56K Plus"
"VID_0ace","PID_2011","ZyDAS","Virtual media for 802.11bg"
"VID_0ace","PID_20ff","ZyDAS","Virtual media for 802.11bg"
"VID_0ace","PID_a211","ZyDAS","ZD1211 802.11b/g Wireless Adapter"
"VID_0ace","PID_b215","ZyDAS","802.11bg"
"VID_0acf","","Intoto, Inc.",""
"VID_0ad0","","Intellix Corp.",""
"VID_0ad1","","Remotec Technology, Ltd",""
"VID_0ad2","","Service & Quality Technology Co., Ltd",""
"VID_0ada","","Data Encryption Systems Ltd.",""
"VID_0ada","PID_0005","Data Encryption Systems Ltd.","DK2"
"VID_0ae3","","Allion Computer, Inc.",""
"VID_0ae4","","Taito Corp.",""
"VID_0ae7","","Neodym Systems, Inc.",""
"VID_0ae8","","System Support Co., Ltd",""
"VID_0ae9","","North Shore Circuit Design L.L.P.",""
"VID_0aea","","SciEssence, LLC",""
"VID_0aeb","","TTP Communications, Ltd",""
"VID_0aec","","Neodio Technologies Corp.",""
"VID_0aec","PID_2101","Neodio Technologies Corp.","SmartMedia Card Reader"
"VID_0aec","PID_2102","Neodio Technologies Corp.","CompactFlash Card Reader"
"VID_0aec","PID_2103","Neodio Technologies Corp.","MMC/SD Card Reader"
"VID_0aec","PID_2104","Neodio Technologies Corp.","MemoryStick Card Reader"
"VID_0aec","PID_2201","Neodio Technologies Corp.","SmartMedia+CompactFlash Card Reader"
"VID_0aec","PID_2202","Neodio Technologies Corp.","SmartMedia+MMC/SD Card Reader"
"VID_0aec","PID_2203","Neodio Technologies Corp.","SmartMedia+MemoryStick Card Reader"
"VID_0aec","PID_2204","Neodio Technologies Corp.","CompactFlash+MMC/SD Card Reader"
"VID_0aec","PID_2205","Neodio Technologies Corp.","CompactFlash+MemoryStick Card Reader"
"VID_0aec","PID_2206","Neodio Technologies Corp.","MMC/SD+MemoryStick Card Reader"
"VID_0aec","PID_2301","Neodio Technologies Corp.","SmartMedia+CompactFlash+MMC/SD Card Reader"
"VID_0aec","PID_2302","Neodio Technologies Corp.","SmartMedia+CompactFlash+MemoryStick Card Reader"
"VID_0aec","PID_2303","Neodio Technologies Corp.","SmartMedia+MMC/SD+MemoryStick Card Reader"
"VID_0aec","PID_2304","Neodio Technologies Corp.","CompactFlash+MMC/SD+MemoryStick Card Reader"
"VID_0aec","PID_3016","Neodio Technologies Corp.","MMC/SD+Memory Stick Card Reader"
"VID_0aec","PID_3050","Neodio Technologies Corp.","ND3050 8-in-1 Card Reader"
"VID_0aec","PID_3060","Neodio Technologies Corp.","1.1 FS Card Reader"
"VID_0aec","PID_3101","Neodio Technologies Corp.","MMC/SD Card Reader"
"VID_0aec","PID_3102","Neodio Technologies Corp.","MemoryStick Card Reader"
"VID_0aec","PID_3201","Neodio Technologies Corp.","MMC/SD+MemoryStick Card Reader"
"VID_0aec","PID_3216","Neodio Technologies Corp.","HS Card Reader"
"VID_0aec","PID_3260","Neodio Technologies Corp.","7-in-1 Card Reader"
"VID_0aec","PID_5010","Neodio Technologies Corp.","ND5010 Card Reader"
"VID_0af0","","Option",""
"VID_0af0","PID_5000","Option","UMTS Card"
"VID_0af0","PID_6000","Option","GlobeTrotter 3G datacard"
"VID_0af0","PID_6300","Option","GT 3G Quad UMTS/GPRS Card"
"VID_0af0","PID_6600","Option","GlobeTrotter 3G+ datacard"
"VID_0af0","PID_6711","Option","GlobeTrotter Express 7.2 v2"
"VID_0af0","PID_6971","Option","Globetrotter HSDPA Modem"
"VID_0af0","PID_7251","Option","Globetrotter HSUPA Modem (aka iCON HSUPA E)"
"VID_0af0","PID_7501","Option","Globetrotter HSUPA Modem (icon 411 aka Vodafone K3760)"
"VID_0af0","PID_7601","Option","Globetrotter MO40x 3G Modem (GTM 382)"
"VID_0af0","PID_7701","Option","Globetrotter HSUPA Modem (aka icon 451)"
"VID_0af0","PID_d055","Option","Globetrotter GI0505 [iCON 505]"
"VID_0af6","","Silver I Co., Ltd",""
"VID_0af7","","B2C2, Inc.",""
"VID_0af7","PID_0101","B2C2, Inc.","Digital TV USB Receiver (DVB-S/T/C / ATSC)"
"VID_0af9","","Hama, Inc.",""
"VID_0af9","PID_0010","Hama, Inc.","USB SightCam 100"
"VID_0af9","PID_0011","Hama, Inc.","Micro Innovations IC50C Webcam"
"VID_0afc","","Zaptronix Ltd",""
"VID_0afd","","Tateno Dennou, Inc.",""
"VID_0afe","","Cummins Engine Co.",""
"VID_0aff","","Jump Zone Network Products, Inc.",""
"VID_0b00","","INGENICO",""
"VID_0b05","","ASUSTek Computer, Inc.",""
"VID_0b05","PID_1101","ASUSTek Computer, Inc.","Mass Storage (UISDMC4S)"
"VID_0b05","PID_1706","ASUSTek Computer, Inc.","WL-167G v1 802.11g Adapter [Ralink RT2571]"
"VID_0b05","PID_1707","ASUSTek Computer, Inc.","WL-167G v1 802.11g Adapter [Ralink RT2571]"
"VID_0b05","PID_1708","ASUSTek Computer, Inc.","Mass Storage Device"
"VID_0b05","PID_170b","ASUSTek Computer, Inc.","Mass Storage Device"
"VID_0b05","PID_170c","ASUSTek Computer, Inc.","WL-159g 802.11bg"
"VID_0b05","PID_170d","ASUSTek Computer, Inc.","802.11b/g Wireless Network Adapter"
"VID_0b05","PID_1712","ASUSTek Computer, Inc.","BT-183 Bluetooth 2.0+EDR adapter"
"VID_0b05","PID_1715","ASUSTek Computer, Inc.","2045 Bluetooth 2.0 Device with trace filter"
"VID_0b05","PID_1716","ASUSTek Computer, Inc.","Bluetooth Device"
"VID_0b05","PID_1717","ASUSTek Computer, Inc.","WL169gE 802.11g Adapter [Broadcom 4320 USB]"
"VID_0b05","PID_171b","ASUSTek Computer, Inc.","A9T wireless 802.11bg"
"VID_0b05","PID_171c","ASUSTek Computer, Inc.","802.11b/g Wireless Network Adapter"
"VID_0b05","PID_171f","ASUSTek Computer, Inc.","My Cinema U3000 Mini [DiBcom DiB7700P]"
"VID_0b05","PID_1723","ASUSTek Computer, Inc.","WL-167G v2 802.11g Adapter [Ralink RT2571W]"
"VID_0b05","PID_1724","ASUSTek Computer, Inc.","RT2573"
"VID_0b05","PID_1726","ASUSTek Computer, Inc.","Laptop OLED Display"
"VID_0b05","PID_172a","ASUSTek Computer, Inc.","ASUS 802.11n Network Adapter"
"VID_0b05","PID_172b","ASUSTek Computer, Inc.","802.11n Network Adapter"
"VID_0b05","PID_1731","ASUSTek Computer, Inc.","802.11n Network Adapter"
"VID_0b05","PID_1732","ASUSTek Computer, Inc.","802.11n Network Adapter"
"VID_0b05","PID_1734","ASUSTek Computer, Inc.","ASUS AF-200"
"VID_0b05","PID_173c","ASUSTek Computer, Inc.","BT-183 Bluetooth 2.0"
"VID_0b05","PID_173f","ASUSTek Computer, Inc.","My Cinema U3100 Mini"
"VID_0b05","PID_1742","ASUSTek Computer, Inc.","802.11n Network Adapter"
"VID_0b05","PID_1743","ASUSTek Computer, Inc.","Xonar U1 Audio Station"
"VID_0b05","PID_1751","ASUSTek Computer, Inc.","BT-253 Bluetooth Adapter"
"VID_0b05","PID_175b","ASUSTek Computer, Inc.","Laptop OLED Display"
"VID_0b05","PID_1760","ASUSTek Computer, Inc.","802.11n Network Adapter"
"VID_0b05","PID_1761","ASUSTek Computer, Inc.","USB-N11 802.11n Network Adapter [Ralink RT2870]"
"VID_0b05","PID_1774","ASUSTek Computer, Inc.","Gobi Wireless Modem (QDL mode)"
"VID_0b05","PID_1776","ASUSTek Computer, Inc.","Gobi Wireless Modem"
"VID_0b05","PID_1779","ASUSTek Computer, Inc.","My Cinema U3100 Mini Plus [AF9035A]"
"VID_0b05","PID_1784","ASUSTek Computer, Inc.","USB-N13 802.11n Network Adapter (rev. A1) [Ralink RT3072]"
"VID_0b05","PID_1786","ASUSTek Computer, Inc.","USB-N10 802.11n Network Adapter [Realtek RTL8188SU]"
"VID_0b05","PID_1791","ASUSTek Computer, Inc.","WL-167G v3 802.11n Adapter [Realtek RTL8188SU]"
"VID_0b05","PID_179d","ASUSTek Computer, Inc.","USB-N53 802.11abgn Network Adapter [Ralink RT3572]"
"VID_0b05","PID_179e","ASUSTek Computer, Inc.","Eee Note EA800 (network mode)"
"VID_0b05","PID_179f","ASUSTek Computer, Inc.","Eee Note EA800 (tablet mode)"
"VID_0b05","PID_17a1","ASUSTek Computer, Inc.","Eee Note EA800 (mass storage mode)"
"VID_0b05","PID_17ab","ASUSTek Computer, Inc.","USB-N13 802.11n Network Adapter (rev. B1) [Realtek RTL8192CU]"
"VID_0b05","PID_4c80","ASUSTek Computer, Inc.","Transformer Pad TF300TG"
"VID_0b05","PID_4c90","ASUSTek Computer, Inc.","Transformer Pad Infinity TF700"
"VID_0b05","PID_4c91","ASUSTek Computer, Inc.","Transformer Pad Infinity TF700 (Debug mode)"
"VID_0b05","PID_4d00","ASUSTek Computer, Inc.","Transformer Prime TF201"
"VID_0b05","PID_4d01","ASUSTek Computer, Inc.","Transformer Prime TF201 (debug mode)"
"VID_0b05","PID_4daf","ASUSTek Computer, Inc.","Transformer Pad Infinity TF700 (Fastboot)"
"VID_0b05","PID_6101","ASUSTek Computer, Inc.","Cable Modem"
"VID_0b05","PID_620a","ASUSTek Computer, Inc.","Remote NDIS Device"
"VID_0b05","PID_b700","ASUSTek Computer, Inc.","Broadcom Bluetooth 2.1"
"VID_0b0b","","Datamax-O'Neil",""
"VID_0b0b","PID_106e","Datamax-O'Neil","Datamax E-4304"
"VID_0b0c","","Todos AB",""
"VID_0b0c","PID_0009","Todos AB","Todos Argos Mini II Smart Card Reader"
"VID_0b0c","PID_001e","Todos AB","e.dentifier2 (ABN AMRO electronic banking card reader NL)"
"VID_0b0c","PID_002e","Todos AB","C200 smartcard controller (Nordea card reader)"
"VID_0b0c","PID_003f","Todos AB","Todos C400 smartcard controller (Handelsbanken card reader)"
"VID_0b0c","PID_0050","Todos AB","Argos Mini II Smart Card Reader (CCID)"
"VID_0b0d","","ProjectLab",""
"VID_0b0d","PID_0000","ProjectLab","CenturyCD"
"VID_0b0e","","GN Netcom",""
"VID_0b0e","PID_1022","GN Netcom","Jabra PRO 9450, Type 9400BS (DECT Headset)"
"VID_0b0e","PID_620c","GN Netcom","Jabra BT620s"
"VID_0b0f","","AVID Technology",""
"VID_0b10","","Pcally",""
"VID_0b11","","I Tech Solutions Co., Ltd",""
"VID_0b1e","","Electronic Warfare Assoc., Inc. (EWA)",""
"VID_0b1e","PID_8007","Electronic Warfare Assoc., Inc. (EWA)","Blackhawk USB560-BP JTAG Emulator"
"VID_0b1f","","Insyde Software Corp.",""
"VID_0b20","","TransDimension, Inc.",""
"VID_0b21","","Yokogawa Electric Corp.",""
"VID_0b22","","Japan System Development Co., Ltd",""
"VID_0b23","","Pan-Asia Electronics Co., Ltd",""
"VID_0b24","","Link Evolution Corp.",""
"VID_0b27","","Ritek Corp.",""
"VID_0b28","","Kenwood Corp.",""
"VID_0b2c","","Village Center, Inc.",""
"VID_0b30","","PNY Technologies, Inc.",""
"VID_0b30","PID_0006","PNY Technologies, Inc.","SM Media-Shuttle Card Reader"
"VID_0b33","","Contour Design, Inc.",""
"VID_0b33","PID_0020","Contour Design, Inc.","ShuttleXpress"
"VID_0b37","","Hitachi ULSI Systems Co., Ltd",""
"VID_0b38","","Gear Head",""
"VID_0b38","PID_0003","Gear Head","Keyboard"
"VID_0b38","PID_0010","Gear Head","107-Key Keyboard"
"VID_0b39","","Omnidirectional Control Technology, Inc.",""
"VID_0b39","PID_0001","Omnidirectional Control Technology, Inc.","Composite USB PS2 Converter"
"VID_0b39","PID_0109","Omnidirectional Control Technology, Inc.","USB TO Ethernet"
"VID_0b39","PID_0421","Omnidirectional Control Technology, Inc.","Serial"
"VID_0b39","PID_0801","Omnidirectional Control Technology, Inc.","USB-Parallel Bridge"
"VID_0b39","PID_0901","Omnidirectional Control Technology, Inc.","OCT To Fast Ethernet Converter"
"VID_0b39","PID_0c03","Omnidirectional Control Technology, Inc.","LAN DOCK Serial Converter"
"VID_0b3a","","IPaxess",""
"VID_0b3b","","Tekram Technology Co., Ltd",""
"VID_0b3b","PID_0163","Tekram Technology Co., Ltd","TL-WN320G 1.0 WLAN Adapter"
"VID_0b3b","PID_1601","Tekram Technology Co., Ltd","Allnet 0193 802.11b Adapter"
"VID_0b3b","PID_1602","Tekram Technology Co., Ltd","ZyXEL ZyAIR B200 802.11b Adapter"
"VID_0b3b","PID_1612","Tekram Technology Co., Ltd","AIR.Mate 2@net 802.11b Adapter"
"VID_0b3b","PID_1613","Tekram Technology Co., Ltd","802.11b Wireless LAN Adapter"
"VID_0b3b","PID_1620","Tekram Technology Co., Ltd","Allnet Wireless Network Adapter [Envara WiND512]"
"VID_0b3b","PID_1630","Tekram Technology Co., Ltd","QuickWLAN 802.11bg"
"VID_0b3b","PID_5630","Tekram Technology Co., Ltd","802.11bg"
"VID_0b3b","PID_6630","Tekram Technology Co., Ltd","ZD1211"
"VID_0b3c","","Olivetti Techcenter",""
"VID_0b3c","PID_a010","Olivetti Techcenter","Simple_Way Printer/Scanner/Copier"
"VID_0b3c","PID_c000","Olivetti Techcenter","Olicard 100"
"VID_0b3c","PID_c700","Olivetti Techcenter","Olicard 100 (Mass Storage mode)"
"VID_0b3e","","Kikusui Electronics Corp.",""
"VID_0b41","","Hal Corp.",""
"VID_0b41","PID_0011","Hal Corp.","Crossam2+USB IR commander"
"VID_0b43","","Play.com, Inc.",""
"VID_0b43","PID_0003","Play.com, Inc.","PS2 Controller Converter"
"VID_0b43","PID_0005","Play.com, Inc.","GameCube Adaptor"
"VID_0b47","","Sportbug.com, Inc.",""
"VID_0b48","","TechnoTrend AG",""
"VID_0b48","PID_1003","TechnoTrend AG","Technotrend/Hauppauge USB-Nova"
"VID_0b48","PID_1004","TechnoTrend AG","TT-PCline"
"VID_0b48","PID_1005","TechnoTrend AG","Technotrend/Hauppauge USB-Nova"
"VID_0b48","PID_1006","TechnoTrend AG","Technotrend/Hauppauge DEC3000-s"
"VID_0b48","PID_1007","TechnoTrend AG","TT-micro plus Device"
"VID_0b48","PID_1008","TechnoTrend AG","Technotrend/Hauppauge DEC2000-t"
"VID_0b48","PID_1009","TechnoTrend AG","Technotrend/Hauppauge DEC2540-t"
"VID_0b48","PID_3001","TechnoTrend AG","DVB-S receiver"
"VID_0b48","PID_3002","TechnoTrend AG","DVB-C receiver"
"VID_0b48","PID_3003","TechnoTrend AG","DVB-T receiver"
"VID_0b48","PID_3004","TechnoTrend AG","TT TV-Stick"
"VID_0b48","PID_3005","TechnoTrend AG","TT TV-Stick (8kB EEPROM)"
"VID_0b48","PID_3006","TechnoTrend AG","TT-connect S-2400 DVB-S receiver"
"VID_0b48","PID_3007","TechnoTrend AG","TT-connect S2-3600"
"VID_0b48","PID_3008","TechnoTrend AG","TT-connect"
"VID_0b48","PID_3009","TechnoTrend AG","TT-connect S-2400 DVB-S receiver (8kB EEPROM)"
"VID_0b48","PID_300a","TechnoTrend AG","TT-connect S2-3650 CI"
"VID_0b48","PID_300b","TechnoTrend AG","TT-connect C-3650 CI"
"VID_0b48","PID_300c","TechnoTrend AG","TT-connect T-3650 CI"
"VID_0b48","PID_300d","TechnoTrend AG","TT-connect CT-3650 CI"
"VID_0b48","PID_300e","TechnoTrend AG","TT-connect C-2400"
"VID_0b49","","ASCII Corp.",""
"VID_0b49","PID_064f","ASCII Corp.","Trance Vibrator"
"VID_0b4b","","Pine Corp. Ltd.",""
"VID_0b4b","PID_0100","Pine Corp. Ltd.","D'music MP3 Player"
"VID_0b4d","","Graphtec America, Inc.",""
"VID_0b4d","PID_110a","Graphtec America, Inc.","Graphtec CC200-20"
"VID_0b4e","","Musical Electronics, Ltd",""
"VID_0b4e","PID_6500","Musical Electronics, Ltd","MP3 Player"
"VID_0b4e","PID_8028","Musical Electronics, Ltd","MP3 Player"
"VID_0b4e","PID_8920","Musical Electronics, Ltd","MP3 Player"
"VID_0b50","","Dumpries Co., Ltd",""
"VID_0b51","","Comfort Keyboard Co.",""
"VID_0b51","PID_0020","Comfort Keyboard Co.","Comfort Keyboard"
"VID_0b52","","Colorado MicroDisplay, Inc.",""
"VID_0b54","","Sinbon Electronics Co., Ltd",""
"VID_0b56","","TYI Systems, Ltd",""
"VID_0b57","","Beijing HanwangTechnology Co., Ltd",""
"VID_0b59","","Lake Communications, Ltd",""
"VID_0b5a","","Corel Corp.",""
"VID_0b5f","","Green Electronics Co., Ltd",""
"VID_0b60","","Nsine, Ltd",""
"VID_0b61","","NEC Viewtechnology, Ltd",""
"VID_0b62","","Orange Micro, Inc.",""
"VID_0b62","PID_000b","Orange Micro, Inc.","Bluetooth Device"
"VID_0b62","PID_0059","Orange Micro, Inc.","iBOT2 Webcam"
"VID_0b63","","ADLink Technology, Inc.",""
"VID_0b64","","Wonderful Wire Cable Co., Ltd",""
"VID_0b65","","Expert Magnetics Corp.",""
"VID_0b69","","CacheVision",""
"VID_0b6a","","Maxim Integrated Products",""
"VID_0b6a","PID_a132","Maxim Integrated Products","WUP-005 [Nintendo Wii U Pro Controller]"
"VID_0b6f","","Nagano Japan Radio Co., Ltd",""
"VID_0b70","","PortalPlayer, Inc.",""
"VID_0b70","PID_00ba","PortalPlayer, Inc.","iRiver H10 20GB"
"VID_0b71","","SHIN-EI Sangyo Co., Ltd",""
"VID_0b72","","Embedded Wireless Technology Co., Ltd",""
"VID_0b73","","Computone Corp.",""
"VID_0b75","","Roland DG Corp.",""
"VID_0b79","","Sunrise Telecom, Inc.",""
"VID_0b7a","","Zeevo, Inc.",""
"VID_0b7a","PID_07d0","Zeevo, Inc.","Bluetooth Dongle"
